finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;Grand Est;1- Obligatoire;1- Oui;194.0;71.76;C;;194.0;71.38;194.0;79.28;194.0;75.44;194.0;74.24;194.0;64.02;194.0;60.53;38.7;194.0
520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;Grand Est;1- Obligatoire;1- Oui;36.0;68.08;D;;36.0;66.19;36.0;75.21;36.0;75.47;36.0;67.46;36.0;63.9;36.0;56.25;44.4;36.0
520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
520780180;CLINIQUE FRANCOIS 1ER;520780180;CLINIQUE FRANCOIS 1ER;Grand Est;1- Obligatoire;1- Oui;65.0;76.34;B;;65.0;77.52;65.0;83.01;65.0;78.87;65.0;78.69;65.0;58.13;65.0;66.47;61.5;65.0
520780214;CENTRE MEDICO CHIRURGICAL CHAUMONT LE BOIS;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;Pays de la Loire;1- Obligatoire;1- Oui;265.0;75.36;B;;265.0;73.28;265.0;84.05;265.0;80.08;265.0;75.67;265.0;69.47;265.0;64.34;61.9;265.0
530007202;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
530000074;CENTRE HOSPITALIER DU NORD MAYENNE;530000173;CENTRE HOSPITALIER NORD MAYENNE;Pays de la Loire;1- Obligatoire;1- Oui;79.0;73.87;C;;79.0;72.75;79.0;83.89;79.0;80.2;79.0;70.06;79.0;64.08;79.0;63.57;62.0;79.0
530007202;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
530000371;CENTRE HOSPITALIER DE LAVAL;530000264;CENTRE HOSPITALIER DE LAVAL;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
530031962;POLYCLINIQUE DU MAINE;530031962;POLYCLINIQUE DU MAINE;Pays de la Loire;1- Obligatoire;1- Oui;173.0;76.55;B;;173.0;73.68;173.0;82.84;173.0;83.02;173.0;76.18;173.0;61.92;173.0;70.37;67.6;173.0
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000015;CHRU NANCY - MATERNITE;Grand Est;1- Obligatoire;1- Oui;579.0;70.02;D;;579.0;65.06;579.0;78.91;579.0;78.97;579.0;63.87;579.0;63.58;579.0;62.63;49.3;578.0
540000049;CENTRE HOSPITALIER SAINT CHARLES A TOUL;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;Grand Est;1- Obligatoire;1- Oui;44.0;72.7;C;;44.0;70.66;44.0;83.6;44.0;81.2;44.0;71.86;44.0;59.16;44.0;59.35;59.1;44.0
540000080;CENTRE HOSPITALIER DE LUNEVILLE;540000155;CENTRE HOSPITALIER DE LUNEVILLE;Grand Est;1- Obligatoire;1- Oui;171.0;72.16;C;;171.0;67.54;171.0;81.13;171.0;77.65;171.0;76.28;171.0;64.19;171.0;60.79;54.4;171.0
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000163;CHRU NANCY - CENTRE EMILE GALLE;Grand Est;1- Obligatoire;1- Oui;116.0;75.56;B;;116.0;73.37;116.0;82.96;116.0;82.21;116.0;77.75;116.0;62.18;116.0;64.88;78.4;116.0
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;Grand Est;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
540000361;CLINIQUE CHIRURGICALE JEANNE D'ARC;540000361;CLINIQUE JEANNE D'ARC;Grand Est;1- Obligatoire;1- Oui;91.0;76.27;B;;91.0;77.17;91.0;83.57;91.0;81.11;91.0;78.03;91.0;57.17;91.0;66.92;68.1;91.0
540000445;CLINIQUE AMBROISE PARE;540000445;CLINIQUE AMBROISE PARE;Grand Est;1- Obligatoire;1- Oui;131.0;73.76;C;;131.0;77.07;131.0;80.33;131.0;79.68;131.0;72.56;131.0;52.62;131.0;65.77;55.8;129.0
540000452;CLINIQUE SAINT ANDRE;540000452;CLINIQUE SAINT ANDRE;Grand Est;1- Obligatoire;1- Oui;160.0;78.4;A;;160.0;80.23;160.0;84.3;160.0;84.18;160.0;79.84;160.0;60.12;160.0;68.47;65.0;160.0
540000478;POLYCLINIQUE LOUIS PASTEUR;540000478;CLINIQUE LOUIS PASTEUR;Grand Est;1- Obligatoire;1- Oui;897.0;75.37;B;;897.0;75.77;897.0;82.67;897.0;80.68;897.0;76.61;897.0;60.3;897.0;65.76;67.6;896.0
540000486;POLYCLINIQUE DE GENTILLY;540000486;POLYCLINIQUE DE GENTILLY;Grand Est;1- Obligatoire;1- Oui;512.0;73.74;C;;512.0;71.93;512.0;81.6;512.0;81.25;512.0;73.86;512.0;57.58;512.0;64.31;51.3;511.0
540000767;CENTRE HOSPITALIER DE BRIEY;540001070;CH DE BRIEY - HOPITAL MAILLOT;Grand Est;1- Obligatoire;1- Oui;73.0;71.47;C;;73.0;72.06;73.0;79.95;73.0;77.11;73.0;70.48;73.0;58.05;73.0;60.75;49.3;73.0
540001096;CENTRE HOSPITALIER DE MONT ST MARTIN ( ALPHA SANTE );540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540001138;CHRU NANCY - HOPITAL CENTRAL;Grand Est;1- Obligatoire;1- Oui;362.0;74.51;B;;362.0;74.09;362.0;83.12;362.0;80.76;362.0;72.31;362.0;62.42;362.0;63.94;60.6;360.0
540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE ALEXIS VAUTRIN;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;Grand Est;1- Obligatoire;1- Oui;304.0;80.65;A;;304.0;81.63;304.0;87.65;304.0;84.66;304.0;79.69;304.0;74.38;304.0;69.96;78.9;304.0
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540002698;CHRU NANCY - HOPITAUX DE BRABOIS;Grand Est;1- Obligatoire;1- Oui;622.0;73.43;C;;622.0;70.94;622.0;81.82;622.0;80.57;622.0;71.42;622.0;59.3;622.0;66.37;56.8;622.0
540013224;POLYCLINIQUE MAJORELLE;540013224;POLYCLINIQUE MAJORELLE;Grand Est;1- Obligatoire;1- Oui;518.0;73.72;C;;518.0;74.26;518.0;79.95;518.0;79.24;518.0;75.16;518.0;67.49;518.0;60.06;56.8;518.0
550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
550000046;CENTRE HOSPITALIER SAINT-CHARLES DE COMMERCY;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
550000178;POLYCLINIQUE DU PARC;550000178;POLYCLINIQUE DU PARC;Grand Est;1- Obligatoire;1- Oui;77.0;77.38;A;;77.0;78.22;77.0;82.29;77.0;81.49;77.0;79.95;77.0;67.78;77.0;66.27;58.4;77.0
550003354;CENTRE HOSPITALIER DE  BAR LE DUC;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
560023210;CENTRE HOSPITALIER BRETAGNE ATLANTIQUE;560000127;CHBA SITE DE VANNES;Bretagne;1- Obligatoire;1- Oui;398.0;73.55;C;;398.0;73.65;398.0;80.92;398.0;79.53;398.0;74.45;398.0;58.37;398.0;63.76;54.4;397.0
560005746;CENTRE HOSPITALIER DE BRETAGNE SUD- CHBS;560000135;GHBS- HÔPITAL DU SCORFF;Bretagne;1- Obligatoire;1- Oui;1274.0;73.86;C;;1274.0;72.88;1274.0;81.81;1274.0;79.18;1274.0;75.03;1274.0;61.97;1274.0;63.38;50.5;1270.0
560014748;CENTRE HOSPITALIER DU CENTRE BRETAGNE;560000143;CHCB- SITE KÉRIO;Bretagne;1- Obligatoire;1- Oui;437.0;74.2;B;;437.0;74.72;437.0;81.38;437.0;78.9;437.0;77.53;437.0;63.83;437.0;61.45;49.8;436.0
560000184;CLINIQUE DES AUGUSTINES- MALESTROIT;560000184;CLINIQUE DES AUGUSTINES;Bretagne;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
560000044;CENTRE HOSPITALIER ALPHONSE GUERIN - PLOERMEL;560000192;CENTRE HOSPITALIER DE PLOERMEL;Bretagne;1- Obligatoire;1- Oui;152.0;77.65;A;;152.0;76.17;152.0;85.4;152.0;81.61;152.0;75.52;152.0;68.88;152.0;70.36;69.1;152.0
560023210;CENTRE HOSPITALIER BRETAGNE ATLANTIQUE;560000200;CHBA SITE D'AURAY;Bretagne;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
560005746;CENTRE HOSPITALIER DE BRETAGNE SUD- CHBS;560000465;GHBS - HOPITAL LE FAOUET;Bretagne;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
