finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000149;CH DE FONTAINEBLEAU;Ile de France;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
770110054;CENTRE HOSPITALIER MARC JACQUET  MELUN;770000156;CH DE MELUN SITE SANTEPOLE;Ile de France;1- Obligatoire;1- Oui;326.0;67.96;D;;326.0;65.72;326.0;76.06;326.0;73.47;326.0;75.65;326.0;50.27;326.0;55.76;38.8;325.0
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;Ile de France;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
770110070;CENTRE HOSPITALIER LEON BINET DE PROVINS;770000172;CH DE PROVINS LEON BINET;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000214;CH DE NEMOURS;Ile de France;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000446;CH DE MEAUX  SITE SAINT FARON;Ile de France;1- Obligatoire;1- Oui;420.0;69.25;D;;420.0;68.07;420.0;79.28;420.0;75.68;420.0;67.68;420.0;57.77;420.0;57.04;38.6;420.0
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;Ile de France;1- Obligatoire;1- Oui;796.0;69.74;D;;796.0;69.05;796.0;79.24;796.0;77.89;796.0;71.82;796.0;55.13;796.0;54.71;45.8;792.0
770020477;HOPITAL FORCILLES - FONDATION COGNACQ JAY;770020477;HOP FORCILLES FONDATION COGNACQ JAY;Ile de France;1- Obligatoire;1- Oui;67.0;77.94;A;;67.0;78.25;67.0;85.79;67.0;85.37;67.0;74.31;67.0;65.15;67.0;69.77;68.7;67.0
770300010;HOPITAL PRIVE DE MARNE CHANTEREINE (H.P.M.C.);770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;Ile de France;1- Obligatoire;1- Oui;107.0;70.81;C;;107.0;69.47;107.0;80.38;107.0;80.19;107.0;66.07;107.0;49.4;107.0;61.94;35.5;107.0
770300135;CLINIQUE MEDICO CHIRURGICALE LES FONTAINES;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;Ile de France;1- Obligatoire;1- Oui;210.0;70.86;C;;210.0;70.85;210.0;78.78;210.0;78.48;210.0;69.64;210.0;54.04;210.0;60.55;48.8;209.0
770300143;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;770300143;CLINIQUE SAINT JEAN L ERMITAGE;Ile de France;1- Obligatoire;1- Oui;263.0;77.86;A;;263.0;80.11;263.0;83.91;263.0;82.37;263.0;81.35;263.0;52.75;263.0;69.78;65.1;261.0
770300192;SOCIETE ANONYME CLINIQUE SAINTE-BRICE;770300192;CLINIQUE SAINT BRICE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
770790707;CLINIQUE DE TOURNAN;770790707;CLINIQUE DE TOURNAN;Ile de France;1- Obligatoire;1- Oui;123.0;72.9;C;;123.0;72.05;123.0;80.63;123.0;79.38;123.0;73.65;123.0;55.34;123.0;64.13;52.1;121.0
770813400;CLINIQUE MEDICO-CHIRURGICALE SAINT-FARON;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
780110011;CH FRANCOIS QUESNAY    MANTES LA JOLIE;780000287;CH FRANCOIS QUESNAY MANTES;Ile de France;1- Obligatoire;1- Oui;59.0;68.42;D;;59.0;66.37;59.0;76.97;59.0;76.21;59.0;63.47;59.0;54.9;59.0;60.39;35.6;59.0
780002697;CH INTERCOMM MEULAN-LES MUREAUX;780000295;CHI DE MEULAN LES MUREAUX;Ile de France;1- Obligatoire;1- Oui;223.0;69.99;D;;223.0;69.41;223.0;79.47;223.0;78.16;223.0;66.49;223.0;53.37;223.0;59.79;46.6;223.0
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Ile de France;1- Obligatoire;1- Oui;171.0;66.57;D;;171.0;64.81;171.0;78.71;171.0;76.65;171.0;52.24;171.0;50.06;171.0;60.03;31.8;170.0
780110052;CENTRE HOSPITALIER DE RAMBOUILLET;780000329;CH DE RAMBOUILLET;Ile de France;1- Obligatoire;1- Oui;548.0;67.44;D;;548.0;65.02;548.0;80.32;548.0;77.18;548.0;61.83;548.0;53.23;548.0;55.56;43.0;542.0
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
780130027;HOPITAL DE HOUDAN;780000378;CH LOCAL DE HOUDAN;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780018727;CLINIQUE SAINT GERMAIN;780018727;CLINIQUE SAINT GERMAIN;Ile de France;1- Obligatoire;1- Oui;120.0;70.53;D;;120.0;67.36;120.0;76.62;120.0;79.59;120.0;72.53;120.0;53.53;120.0;62.49;43.3;120.0
780022737;CENTRE HOSPITALIER DES COURSES;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780300075;CENTRE CARDIOLOGIQUE D'EVECQUEMONT;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;Ile de France;1- Obligatoire;1- Oui;139.0;71.78;C;;139.0;73.62;139.0;79.98;139.0;80.72;139.0;68.73;139.0;59.62;139.0;59.05;61.3;137.0
780300125;POLYCLINIQUE DE LA REGION MANTAISE;780300125;POLYCLINIQUE REGION MANTAISE;Ile de France;1- Obligatoire;1- Oui;99.0;71.86;C;;99.0;66.93;99.0;80.02;99.0;81.26;99.0;71.19;99.0;56.9;99.0;63.62;48.5;97.0
780300208;CLINIQUE SAINT LOUIS;780300208;CLINIQUE SAINT LOUIS;Ile de France;1- Obligatoire;1- Oui;327.0;73.34;C;;327.0;73.23;327.0;80.91;327.0;81.84;327.0;72.38;327.0;59.59;327.0;61.9;56.6;327.0
780300323;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;780300323;HOPITAL PRIVE FRANCISCAINES;Ile de France;1- Obligatoire;1- Oui;560.0;70.68;D;;560.0;65.74;560.0;79.24;560.0;81.16;560.0;68.58;560.0;56.49;560.0;62.49;41.3;559.0
780300406;HOPITAL PRIVE DE PARLY II;780300406;HOPITAL PRIVE DE PARLY II;Ile de France;1- Obligatoire;1- Oui;510.0;70.58;D;;510.0;69.42;510.0;80.25;510.0;79.25;510.0;68.15;510.0;61.29;510.0;56.52;52.0;510.0
780300414;CENTRE HOSPITALIER PRIVE DE L'EUROPE;780300414;CH PRIVE DE L EUROPE;Ile de France;1- Obligatoire;1- Oui;515.0;72.02;C;;515.0;69.45;515.0;80.05;515.0;81.06;515.0;72.95;515.0;52.2;515.0;62.71;53.9;514.0
780300422;HOPITAL PRIVE DE L'OUEST PARISIEN;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;Ile de France;1- Obligatoire;1- Oui;335.0;71.75;C;;335.0;67.05;335.0;81.2;335.0;81.15;335.0;70.51;335.0;50.73;335.0;65.77;48.8;334.0
780300455;CENTRE HOSPITALIER PRIVE DU MONTGARDE;780300455;CH PRIVE DU MONTGARDE;Ile de France;1- Obligatoire;1- Oui;56.0;72.78;C;;56.0;69.66;56.0;79.91;56.0;80.79;56.0;74.47;56.0;64.23;56.0;61.61;60.0;55.0
780630026;CENTRE PEDIATRIQUE DES COTES;780630026;CENTRE PEDIATRIQUE DES COTES;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780110078;CENTRE HOSPITALIER  DE VERSAILLES;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Ile de France;1- Obligatoire;1- Oui;94.0;69.86;D;;94.0;69.72;94.0;79.81;94.0;78.03;94.0;68.86;94.0;49.56;94.0;58.36;50.0;94.0
790000012;CENTRE HOSPITALIER DE NIORT;790000087;CENTRE HOSPITALIER DE NIORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;602.0;72.24;C;;602.0;69.56;602.0;80.87;602.0;79.39;602.0;71.22;602.0;61.21;602.0;62.46;50.3;598.0
790009948;POLYCLINIQUE D'INKERMANN;790009948;POLYCLINIQUE D'INKERMANN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;393.0;72.56;C;;393.0;72.94;393.0;79.76;393.0;79.84;393.0;69.87;393.0;57.24;393.0;63.99;51.0;392.0
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790019848;SITE HOSPITALIER FAYE L'ABBESSE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;213.0;74.94;B;;213.0;73.71;213.0;82.89;213.0;78.33;213.0;80.13;213.0;62.39;213.0;63.46;61.8;212.0
800000028;CENTRE HOSPITALIER D'ABBEVILLE;800000143;CH ABBEVILLE;Hauts de France;1- Obligatoire;1- Oui;102.0;67.09;D;;102.0;62.07;102.0;76.19;102.0;76.36;102.0;65.67;102.0;56.15;102.0;57.97;25.5;102.0
800000036;CENTRE HOSPITALIER D'ALBERT;800000184;CH ALBERT;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800000192;CHU AMIENS NORD;Hauts de France;1- Obligatoire;1- Oui;45.0;72.0;C;;45.0;75.05;45.0;79.03;45.0;75.38;45.0;68.41;45.0;60.75;45.0;63.99;47.7;44.0
800000051;CENTRE HOSPITALIER DE CORBIE;800000200;CH CORBIE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800000069;CENTRE HOSPITALIER DE DOULLENS;800000226;CH DOULLENS;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
800000085;CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE;800000390;CH CHIMR MONTDIDIER;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
800000093;CENTRE HOSPITALIER DE PERONNE;800000432;CH PÉRONNE;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800000614;CHU AMIENS SAINT VICTOR;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800002503;SA CLINIQUE SAINTE ISABELLE;800002503;SA CLINIQUE SAINTE ISABELLE;Hauts de France;1- Obligatoire;1- Oui;59.0;77.56;A;;59.0;76.58;59.0;83.12;59.0;82.57;59.0;79.0;59.0;63.86;59.0;71.16;76.3;59.0
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800006124;CHU AMIENS SUD;Hauts de France;1- Obligatoire;1- Oui;552.0;73.43;C;;552.0;71.81;552.0;80.47;552.0;79.35;552.0;76.49;552.0;56.18;552.0;64.46;60.3;551.0
800009466;POLYCLINIQUE DE PICARDIE;800009466;POLYCLINIQUE DE PICARDIE;Hauts de France;1- Obligatoire;1- Oui;50.0;79.39;A;;50.0;78.34;50.0;85.49;50.0;85.74;50.0;82.31;50.0;61.77;50.0;71.13;71.4;49.0
800009920;GROUPE SANTE VICTOR PAUCHET;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;Hauts de France;1- Obligatoire;1- Oui;138.0;75.94;B;;138.0;74.25;138.0;83.08;138.0;83.27;138.0;78.25;138.0;61.13;138.0;65.53;58.7;138.0
800013179;CLINIQUE DE L'EUROPE;800013179;CLINIQUE DE L'EUROPE;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
800015729;SAS DE CARDIOLOGIES ET URGENCES;800015729;SAS DE CARDIOLOGIES ET URGENCES;Hauts de France;1- Obligatoire;1- Oui;95.0;76.28;B;;95.0;77.75;95.0;82.61;95.0;80.46;95.0;79.05;95.0;65.04;95.0;65.99;71.3;94.0
810000224;CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD;810000224;CL CLAUDE BERNARD;Occitanie;1- Obligatoire;1- Oui;111.0;72.65;C;;111.0;72.55;111.0;81.36;111.0;80.47;111.0;74.84;111.0;47.93;111.0;63.18;64.0;111.0
810000448;POLYCLINIQUE SAINTE BARBE;810000448;POLYCLINIQUE FILIERIS STE BARBE CARMAU;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
810000331;CENTRE HOSPITALIER D'ALBI;810000505;CH ALBI;Occitanie;1- Obligatoire;1- Oui;583.0;72.14;C;;583.0;69.96;583.0;81.56;583.0;80.48;583.0;72.7;583.0;50.81;583.0;62.58;53.6;582.0
810000380;HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET;810000521;CHIC CASTRES MAZAMET SITE AUTAN;Occitanie;1- Obligatoire;1- Oui;366.0;73.77;C;;366.0;71.56;366.0;81.23;366.0;80.67;366.0;74.01;366.0;61.3;366.0;64.72;52.5;366.0
810000455;CENTRE HOSPITALIER DE LAVAUR;810000562;CH LAVAUR;Occitanie;1- Obligatoire;1- Oui;118.0;77.58;A;;118.0;76.25;118.0;86.58;118.0;83.99;118.0;83.43;118.0;57.96;118.0;65.11;77.1;118.0
810101170;CLINIQUE TOULOUSE LAUTREC;810101170;CL TOULOUSE LAUTREC;Occitanie;1- Obligatoire;1- Oui;158.0;79.29;A;;158.0;78.44;158.0;85.05;158.0;84.83;158.0;78.16;158.0;69.1;158.0;72.12;69.6;158.0
810101444;POLYCLINIQUE DU SIDOBRE;810101444;POLYCL DU SIDOBRE;Occitanie;1- Obligatoire;1- Oui;164.0;77.05;B;;164.0;78.13;164.0;84.8;164.0;83.65;164.0;76.92;164.0;54.05;164.0;68.17;53.7;164.0
820000016;CENTRE HOSPITALIER DE MONTAUBAN;820000032;CH MONTAUBAN;Occitanie;1- Obligatoire;1- Oui;277.0;71.1;C;;277.0;63.94;277.0;81.58;277.0;80.96;277.0;67.61;277.0;54.61;277.0;65.72;46.4;276.0
820000040;CLINIQUE CROIX ST MICHEL;820000040;CL CROIX ST MICHEL;Occitanie;1- Obligatoire;1- Oui;213.0;72.31;C;;213.0;72.53;213.0;80.41;213.0;79.2;213.0;68.28;213.0;65.15;213.0;61.04;56.4;211.0
820000057;CLINIQUE DU PONT DE CHAUME;820000057;CL DU PONT DE CHAUME;Occitanie;1- Obligatoire;1- Oui;292.0;73.78;C;;292.0;72.47;292.0;81.87;292.0;80.71;292.0;73.95;292.0;54.81;292.0;65.3;46.9;292.0
820000065;CLINIQUE DU DOCTEUR CAVE;820000065;CL DU DR HONORE CAVE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
820004950;CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;Occitanie;1- Obligatoire;1- Oui;36.0;73.77;C;;36.0;76.01;36.0;80.69;36.0;81.7;36.0;68.29;36.0;62.51;36.0;64.38;63.9;36.0
830100517;CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES;830000279;CH JEAN MARCEL DE BRIGNOLES;PACA;1- Obligatoire;1- Oui;51.0;72.35;C;;51.0;72.99;51.0;81.21;51.0;75.86;51.0;65.93;51.0;66.47;51.0;62.33;54.9;51.0
830100525;CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN;830000287;CH LA DRACENIE DE DRAGUIGNAN;PACA;1- Obligatoire;1- Oui;141.0;70.57;D;;141.0;66.52;141.0;78.25;141.0;76.24;141.0;72.02;141.0;66.02;141.0;61.12;42.1;140.0
830100533;CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT;830000295;CH DE HYERES MARIE JOSEE TREFFOT;PACA;1- Obligatoire;1- Oui;404.0;71.02;C;;404.0;70.39;404.0;80.81;404.0;78.47;404.0;64.19;404.0;60.85;404.0;62.34;50.9;403.0
830100566;CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL;830000311;CHI DE FREJUS SAINT RAPHAEL;PACA;1- Obligatoire;1- Oui;416.0;68.05;D;;416.0;69.37;416.0;77.55;416.0;75.37;416.0;63.07;416.0;53.45;416.0;57.02;38.9;416.0
830100590;CENTRE HOSPITALIER SAINT TROPEZ POLE DE SANTE DU GOLFE;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;PACA;1- Obligatoire;1- Oui;99.0;72.31;C;;99.0;71.58;99.0;81.0;99.0;79.46;99.0;72.08;99.0;60.45;99.0;60.68;50.5;99.0
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830000345;CHITS CH SAINTE MUSSE;PACA;1- Obligatoire;1- Oui;589.0;72.15;C;;589.0;71.22;589.0;80.33;589.0;79.13;589.0;74.73;589.0;58.35;589.0;59.17;52.6;588.0
830100103;HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;PACA;1- Obligatoire;1- Oui;303.0;77.04;B;;303.0;79.0;303.0;82.1;303.0;82.25;303.0;74.85;303.0;65.5;303.0;69.46;62.3;302.0
830100251;CLINIQUE DU CAP D'OR;830100251;CLINIQUE DU CAP D'OR;PACA;1- Obligatoire;1- Oui;268.0;77.49;A;;268.0;79.1;268.0;83.17;268.0;82.82;268.0;77.68;268.0;63.05;268.0;67.94;61.2;268.0
830100319;POLYCLINIQUE LES FLEURS;830100319;POLYCLINIQUE LES FLEURS;PACA;1- Obligatoire;1- Oui;496.0;73.77;C;;496.0;71.76;496.0;82.17;496.0;81.82;496.0;74.06;496.0;60.02;496.0;63.21;64.4;495.0
830100327;CLINIQUE CLINIQUE LES LAURIERS;830100327;CLINIQUE LES LAURIERS;PACA;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
830100368;CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;PACA;1- Obligatoire;1- Oui;127.0;76.12;B;;127.0;77.62;127.0;83.18;127.0;81.46;127.0;80.04;127.0;50.31;127.0;65.54;52.4;126.0
830100392;POLYCLINIQUE NOTRE DAME;830100392;POLYCLINIQUE NOTRE DAME;PACA;1- Obligatoire;1- Oui;311.0;75.16;B;;311.0;76.81;311.0;80.89;311.0;81.02;311.0;75.93;311.0;59.51;311.0;66.53;62.8;309.0
830100418;CLINIQUE NOTRE DAME DE LA MERCI;830100418;CLINIQUE NOTRE DAME DE LA MERCI;PACA;1- Obligatoire;1- Oui;83.0;79.07;A;;83.0;82.04;83.0;83.92;83.0;84.02;83.0;82.26;83.0;61.27;83.0;68.49;75.9;83.0
830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;PACA;1- Obligatoire;1- Oui;681.0;75.86;B;;681.0;75.64;681.0;82.43;681.0;81.47;681.0;74.56;681.0;66.57;681.0;66.7;63.6;679.0
830100459;CLINIQUE CHIRURGICALE SAINT MICHEL;830100459;CLINIQUE SAINT MICHEL;PACA;1- Obligatoire;1- Oui;304.0;74.05;B;;304.0;73.85;304.0;80.66;304.0;80.27;304.0;71.91;304.0;61.86;304.0;65.14;54.6;302.0
830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;PACA;1- Obligatoire;1- Oui;231.0;80.24;A;;231.0;79.44;231.0;85.19;231.0;86.72;231.0;76.54;231.0;71.31;231.0;74.33;74.5;231.0
690781810;HOSPICES CIVILS DE LYON;830100558;HOPITAL RENEE SABRAN HYERES;PACA;1- Obligatoire;1- Oui;378.0;83.4;A;;378.0;85.54;378.0;88.03;378.0;88.31;378.0;82.58;378.0;69.36;378.0;76.88;93.9;378.0
830100574;HOPITAL D'INSTRUCTION DES ARMEES SAINTE ANNE;830100574;HIA SAINTE ANNE;PACA;1- Obligatoire;1- Oui;598.0;75.85;B;;598.0;78.05;598.0;82.28;598.0;81.34;598.0;78.23;598.0;58.82;598.0;65.05;79.8;598.0
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830100608;CHITS CH GEORGE SAND;PACA;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
830200523;POLYCLINIQUE MUTUALISTE HENRI MALARTIC;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;PACA;1- Obligatoire;1- Oui;82.0;79.68;A;;82.0;81.07;82.0;87.77;82.0;85.03;82.0;75.8;82.0;70.88;82.0;68.61;73.2;82.0
840000285;POLYCLINIQUE URBAIN V;840000285;POLYCLINIQUE URBAIN V;PACA;1- Obligatoire;1- Oui;336.0;75.12;B;;336.0;74.62;336.0;83.82;336.0;83.48;336.0;74.54;336.0;59.45;336.0;62.44;64.2;335.0
840000327;CENTRE CHIRURGICAL MONTAGARD;840000327;CENTRE CHIRURGICAL MONTAGARD;PACA;1- Obligatoire;1- Oui;255.0;77.29;B;;255.0;75.53;255.0;84.75;255.0;85.21;255.0;77.5;255.0;55.0;255.0;70.41;66.1;254.0
840000012;CENTRE HOSPITALIER DU PAYS D'APT;840000343;CENTRE HOSPITALIER DU PAYS D'APT;PACA;1- Obligatoire;1- Oui;63.0;72.81;C;;63.0;73.18;63.0;81.83;63.0;77.7;63.0;76.87;63.0;62.48;63.0;58.31;42.6;61.0
840000350;INSTITUT SAINTE CATHERINE;840000350;INSTITUT SAINTE CATHERINE;PACA;1- Obligatoire;1- Oui;125.0;79.76;A;;125.0;80.79;125.0;87.76;125.0;84.88;125.0;82.76;125.0;63.52;125.0;68.31;73.6;125.0
840000046;CENTRE HOSPITALIER DE CARPENTRAS;840000392;CENTRE HOSPITALIER DE CARPENTRAS;PACA;1- Obligatoire;1- Oui;178.0;72.99;C;;178.0;72.44;178.0;80.96;178.0;79.64;178.0;71.0;178.0;60.41;178.0;64.43;62.4;178.0
840000400;SYNERGIA LUBERON;840000400;SYNERGIA LUBERON;PACA;1- Obligatoire;1- Oui;61.0;76.02;B;;61.0;76.72;61.0;82.38;61.0;82.18;61.0;71.32;61.0;64.14;61.0;68.8;52.5;61.0
840004659;CHI CAVAILLON LAURIS;840000418;CHI DE CAVAILLON LAURIS;PACA;1- Obligatoire;1- Oui;35.0;70.72;C;;35.0;70.15;35.0;78.61;35.0;79.6;35.0;71.76;35.0;55.34;35.0;57.26;37.1;35.0
840000467;CAPIO CLINIQUE D'ORANGE;840000467;ELSAN CLINIQUE D'ORANGE;PACA;1- Obligatoire;1- Oui;110.0;76.16;B;;110.0;77.3;110.0;80.11;110.0;83.39;110.0;74.41;110.0;60.98;110.0;69.98;63.0;108.0
840000087;CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE;840000483;CH LOUIS GIORGI D'ORANGE;PACA;1- Obligatoire;1- Oui;133.0;70.74;C;;133.0;70.57;133.0;78.27;133.0;75.43;133.0;75.24;133.0;64.69;133.0;55.22;44.4;133.0
130041916;CHI AIX PERTUIS;840000491;CHI SITE DE PERTUIS;PACA;1- Obligatoire;1- Oui;67.0;73.0;C;;67.0;73.86;67.0;83.06;67.0;80.13;67.0;69.58;67.0;61.42;67.0;59.0;74.6;67.0
840000111;CENTRE HOSPITALIER DE VAISON LA ROMAINE;840000525;CH VAISON LA ROMAINE;PACA;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
840006597;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;840001861;CH D'AVIGNON HENRI DUFFAUT;PACA;1- Obligatoire;1- Oui;605.0;70.75;C;;605.0;72.29;605.0;78.86;605.0;77.14;605.0;72.69;605.0;56.11;605.0;56.67;51.0;604.0
840013312;CLINIQUE RHONE DURANCE;840013312;CLINIQUE RHONE DURANCE;PACA;1- Obligatoire;1- Oui;714.0;73.01;C;;714.0;73.35;714.0;81.72;714.0;81.87;714.0;71.46;714.0;56.66;714.0;61.57;60.1;710.0
840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;PACA;2- Facultatif;1- Oui;79.0;80.69;A;;79.0;80.05;79.0;86.04;79.0;86.86;79.0;77.2;79.0;67.12;79.0;76.63;70.9;79.0
840017172;POLYCLINIQUE SYNERGIA;840017172;SYNERGIA VENTOUX;PACA;1- Obligatoire;1- Oui;109.0;74.86;B;;109.0;76.59;109.0;81.21;109.0;81.39;109.0;73.22;109.0;59.91;109.0;63.88;57.0;107.0
840006597;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;840018337;CH D'AVIGNON CHIRURGIE SITE APT;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
850000118;CLINIQUE SAINT CHARLES;850000118;CLINIQUE SAINT CHARLES;Pays de la Loire;1- Obligatoire;1- Oui;362.0;75.59;B;;362.0;75.91;362.0;82.0;362.0;80.68;362.0;76.31;362.0;64.48;362.0;65.5;58.7;361.0
850000126;CLINIQUE SUD VENDEE;850000126;CLINIQUE SUD VENDEE;Pays de la Loire;1- Obligatoire;1- Oui;77.0;75.78;B;;77.0;78.21;77.0;80.24;77.0;81.41;77.0;74.83;77.0;59.48;77.0;66.84;61.0;77.0
850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;Pays de la Loire;1- Obligatoire;1- Oui;180.0;77.28;B;;180.0;79.65;180.0;81.37;180.0;81.8;180.0;78.51;180.0;60.25;180.0;69.97;64.2;179.0
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000142;CHD SITE LA ROCHE SUR YON;Pays de la Loire;1- Obligatoire;1- Oui;545.0;76.31;B;;545.0;74.71;545.0;83.74;545.0;81.5;545.0;78.01;545.0;63.83;545.0;66.9;66.2;542.0
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;850000175;CH LVO - SITE DE  CHALLANS;Pays de la Loire;1- Obligatoire;1- Oui;124.0;70.93;C;;124.0;69.01;124.0;80.61;124.0;77.23;124.0;69.51;124.0;59.67;124.0;60.05;46.0;124.0
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000209;CHD-SITE DE LUCON;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000225;CHD - SITE DE MONTAIGU;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
850000084;CENTRE HOSPITALIER COTE DE LUMIERE AUX SABLES D'OLONNE;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;Pays de la Loire;1- Obligatoire;1- Oui;93.0;75.99;B;;93.0;77.37;93.0;84.19;93.0;82.95;93.0;77.25;93.0;54.35;93.0;65.27;55.9;93.0
